Sl.no     |Class          |Prior          |Word           |log(Probablity) 
19369     |pos            |0.5            |understands    |-10.453566169154184 
19370     |pos            |0.5            |ermey          |-11.994011210101334 
19371     |pos            |0.5            |coltrane       |-11.706329137649552 
19372     |pos            |0.5            |causing        |-11.013181957089607 
19373     |pos            |0.5            |patient        |-10.148184519603003 
19374     |pos            |0.5            |corridors      |-11.483185586335344 
19375     |pos            |0.5            |reject         |-13.092623498769443 
19376     |pos            |0.5            |sad            |-9.429061852639798 
19377     |pos            |0.5            |phony          |-10.790038405775398 
19378     |pos            |0.5            |scripts        |-10.259410154713228 
19379     |pos            |0.5            |accompanying   |-11.706329137649552 
19380     |pos            |0.5            |sam            |-8.723175646302423 
19381     |pos            |0.5            |san            |-10.384573297667234 
19382     |pos            |0.5            |move           |-9.015086054863724 
19383     |pos            |0.5            |assignment     |-11.706329137649552 
19384     |pos            |0.5            |sat            |-11.013181957089607 
19385     |pos            |0.5            |saw            |-8.570834921720403 
19386     |pos            |0.5            |say            |-7.340050859943811 
19387     |pos            |0.5            |also           |-6.225690214307562 
19388     |pos            |0.5            |spread         |-10.607716848981443 
19389     |pos            |0.5            |educated       |-11.994011210101334 
19390     |pos            |0.5            |claiborne      |-10.790038405775398 
19391     |pos            |0.5            |heights        |-11.013181957089607 
19392     |pos            |0.5            |favor          |-10.20225174087328 
19393     |pos            |0.5            |guests         |-11.300864029541389 
19394     |pos            |0.5            |organizations  |-11.483185586335344 
19395     |pos            |0.5            |clinic         |-11.300864029541389 
19396     |pos            |0.5            |treating       |-11.300864029541389 
19397     |pos            |0.5            |big-screen     |-10.694728225971073 
19398     |pos            |0.5            |dixon          |-11.013181957089607 
19399     |pos            |0.5            |onegin         |-10.790038405775398 
19400     |pos            |0.5            |switches       |-11.300864029541389 
19401     |pos            |0.5            |depraved       |-12.399476318209498 
19402     |pos            |0.5            |boys           |-9.085290313536973 
19403     |pos            |0.5            |kiss           |-9.72532766878297 
19404     |pos            |0.5            |suffer         |-10.001581045411127 
19405     |pos            |0.5            |grasshoppers   |-10.694728225971073 
19406     |pos            |0.5            |embeth         |-11.013181957089607 
19407     |pos            |0.5            |fluid          |-11.14671334971413 
19408     |pos            |0.5            |harrowing      |-10.453566169154184 
19409     |pos            |0.5            |pollack        |-11.300864029541389 
19410     |pos            |0.5            |kirk           |-10.694728225971073 
19411     |pos            |0.5            |disasters      |-11.483185586335344 
19412     |pos            |0.5            |personal       |-8.429184404657377 
19413     |pos            |0.5            |globe          |-10.453566169154184 
19414     |pos            |0.5            |aaron          |-10.895398921433225 
19415     |pos            |0.5            |clashes        |-11.483185586335344 
19416     |pos            |0.5            |applause       |-11.300864029541389 
19417     |pos            |0.5            |strong         |-8.143863608391275 
19418     |pos            |0.5            |abuse          |-10.895398921433225 
19419     |pos            |0.5            |icon           |-11.013181957089607 
19420     |pos            |0.5            |empty-headed   |-12.399476318209498 
19421     |pos            |0.5            |proven         |-10.790038405775398 
19422     |pos            |0.5            |eyes           |-8.172642572941319 
19423     |pos            |0.5            |sea            |-9.626887595969718 
19424     |pos            |0.5            |proves         |-8.998278936547344 
19425     |pos            |0.5            |amuse          |-11.300864029541389 
19426     |pos            |0.5            |smoothly       |-11.013181957089607 
19427     |pos            |0.5            |proved         |-10.384573297667234 
19428     |pos            |0.5            |see            |-6.434612452898696 
19429     |pos            |0.5            |responsibility |-11.013181957089607 
